Item_Identifier,Outlet_Identifier,sales_predictions
DRC01,OUT010,-614.5
FDB15,OUT027,5429.5
NCA17,OUT027,3786.5
FDF10,OUT046,2182.5
FDR26,OUT027,4241.0
FDI02,OUT049,2076.0
NCM54,OUT010,438.0
FDF14,OUT013,2175.0
FDJ33,OUT010,315.0
FDM20,OUT035,3478.5
FDC03,OUT027,4518.0
NCX05,OUT046,1715.0
NCM41,OUT027,2890.5
NCU29,OUT010,818.0
FDQ59,OUT017,1075.5
FDH46,OUT010,119.0
FDH09,OUT013,567.0
NCD06,OUT045,680.0
FDC15,OUT035,1874.5
DRD37,OUT027,2230.5
FDT28,OUT027,3755.0
FDR28,OUT027,4080.0
FDT38,OUT017,1059.5
FDV34,OUT027,2721.5
FDY52,OUT035,679.0
FDB34,OUT013,1153.5
DRL23,OUT018,2171.5
DRB24,OUT046,2452.0
FDJ50,OUT046,851.5
FDQ49,OUT035,2098.5
FDP20,OUT035,1571.5
FDV19,OUT027,3997.5
NCR54,OUT045,3024.0
FDO09,OUT010,2407.5
FDS57,OUT018,2603.5
FDN10,OUT049,2206.0
FDV23,OUT049,2249.5
FDY28,OUT049,3623.5
DRG51,OUT013,2403.0
FDD45,OUT019,90.0
NCL18,OUT027,4285.0
NCM29,OUT013,1856.0
FDF17,OUT027,4516.0
FDE22,OUT017,2276.5
FDQ22,OUT017,339.5
FDS01,OUT013,2630.0
FDW35,OUT027,2155.5
FDJ33,OUT046,1908.5
NCF54,OUT035,2300.0
FDE09,OUT013,1539.0
NCE06,OUT045,2484.0
DRH49,OUT049,1691.0
FDY43,OUT045,2614.5
NCT05,OUT017,3734.5
FDZ34,OUT045,2986.0
FDL38,OUT017,1193.5
FDZ31,OUT017,2657.0
FDR14,OUT035,330.5
NCN54,OUT049,1624.0
NCC42,OUT027,3623.0
FDK08,OUT017,1410.5
FDP59,OUT013,1468.5
FDV22,OUT035,2182.0
FDD33,OUT035,3201.5
DRE60,OUT027,4871.5
FDK52,OUT046,3465.5
FDA02,OUT017,2090.0
FDM56,OUT049,2043.5
FDE57,OUT035,1855.5
FDM32,OUT045,1447.0
NCQ30,OUT027,3362.0
FDQ27,OUT027,3199.0
FDT60,OUT027,3356.0
FDU43,OUT049,4151.5
NCO55,OUT035,1229.0
FDG02,OUT045,3060.0
FDJ28,OUT013,2796.0
FDP40,OUT045,1848.5
FDJ38,OUT045,3066.0
NCC54,OUT017,3422.5
NCZ41,OUT046,1894.5
FDK38,OUT019,1232.0
FDU52,OUT013,2187.0
FDC40,OUT046,1188.0
NCR30,OUT017,848.0
NCN18,OUT017,1363.0
FDB50,OUT035,709.5
FDG04,OUT013,2776.5
FDR26,OUT035,2398.0
NCT17,OUT018,3392.0
FDX35,OUT027,4992.5
FDS12,OUT046,1788.0
NCZ29,OUT027,3370.5
FDB38,OUT010,1074.5
FDP12,OUT013,422.5
FDP22,OUT046,757.5
FDS26,OUT018,4458.0
FDR52,OUT046,2979.0
DRJ13,OUT046,2499.5
FDU48,OUT027,3476.0
FDE29,OUT035,448.0
NCT29,OUT049,2240.5
DRK37,OUT018,3436.0
FDK55,OUT046,1366.0
FDR07,OUT046,1424.5
FDO21,OUT027,5055.5
FDK46,OUT049,4433.5
FDB12,OUT045,1633.0
FDT31,OUT027,4442.0
FDJ33,OUT045,1967.0
FDC26,OUT027,3051.0
NCQ02,OUT045,3013.5
FDP08,OUT010,1376.0
FDB11,OUT027,4952.5
FDV55,OUT013,2052.5
FDW20,OUT049,2294.5
NCJ18,OUT019,392.0
FDC41,OUT018,1531.0
FDE14,OUT027,3102.0
FDG35,OUT013,2625.0
FDF45,OUT035,623.5
FDS19,OUT027,2684.5
FDS58,OUT019,1400.0
FDA26,OUT017,3188.0
FDM32,OUT049,1774.5
FDL45,OUT046,1957.5
FDZ55,OUT049,2898.0
FDY37,OUT049,2656.5
FDO46,OUT046,3049.5
FDQ60,OUT046,1808.5
FDA19,OUT018,2475.0
FDL15,OUT046,2377.0
FDM10,OUT018,3729.5
NCL05,OUT017,385.5
DRK49,OUT010,-821.5
NCE18,OUT027,5396.5
FDG40,OUT049,918.0
DRI59,OUT045,3536.5
FDK28,OUT035,3608.5
NCD06,OUT019,-609.5
FDO11,OUT019,2798.5
FDK27,OUT046,1891.5
FDT43,OUT027,2268.5
FDD38,OUT018,2147.5
FDA16,OUT049,3823.5
FDL14,OUT027,3921.5
NCM17,OUT049,1019.0
FDD20,OUT045,1999.0
FDA40,OUT045,1523.5
FDL43,OUT045,1273.5
FDV15,OUT045,1496.0
FDE52,OUT046,1447.5
NCL17,OUT010,656.0
NCJ31,OUT045,3562.5
FDR60,OUT045,1137.5
NCA18,OUT035,1419.0
FDS21,OUT027,2521.5
FDW09,OUT035,934.5
FDL26,OUT035,2102.5
FDS47,OUT018,1724.5
FDC39,OUT046,3041.5
FDT51,OUT035,1468.5
FDK40,OUT035,3775.0
NCG19,OUT045,3555.0
FDZ07,OUT046,926.0
FDF08,OUT027,2860.5
FDO04,OUT013,674.5
FDK41,OUT018,1638.0
FDP15,OUT049,4304.0
NCD43,OUT018,2123.5
NCP18,OUT013,2127.5
FDZ51,OUT046,1546.5
DRH13,OUT035,1392.0
FDF38,OUT045,737.0
NCI43,OUT045,816.5
FDM38,OUT027,2285.0
FDS03,OUT013,755.5
DRJ47,OUT017,2439.0
FDT50,OUT010,-102.5
FDV02,OUT046,2643.0
NCG18,OUT017,1377.0
FDW52,OUT046,2605.0
FDS40,OUT035,239.0
FDN31,OUT017,2677.5
FDA37,OUT045,1994.0
FDA15,OUT046,3916.5
FDL39,OUT046,2824.5
FDJ53,OUT045,1902.0
FDX22,OUT013,3159.5
NCZ42,OUT045,3798.0
FDD56,OUT027,4169.0
FDD40,OUT017,2841.5
FDS50,OUT013,3212.0
NCN14,OUT013,2717.0
FDT15,OUT013,2702.5
NCS18,OUT027,3134.0
NCO26,OUT010,181.0
FDF58,OUT018,1462.0
NCB19,OUT013,1073.0
FDH26,OUT017,1996.5
DRB24,OUT027,3901.5
FDA49,OUT018,1768.5
FDB32,OUT045,1549.0
FDI36,OUT017,2918.0
NCA17,OUT010,785.0
FDH22,OUT013,1619.5
NCM26,OUT018,2896.0
FDT15,OUT027,4364.0
FDB16,OUT018,1815.5
NCP54,OUT027,3383.5
FDJ36,OUT013,1320.0
FDO28,OUT045,1868.0
FDU09,OUT013,661.0
FDF29,OUT017,1829.5
FDY08,OUT013,1860.5
DRJ59,OUT018,1101.5
FDT23,OUT027,2699.5
FDU15,OUT018,1121.5
FDT47,OUT013,1384.0
FDI53,OUT019,1508.0
FDR59,OUT018,4569.5
FDD53,OUT035,265.5
FDY51,OUT017,3114.5
FDT04,OUT049,878.5
FDU51,OUT049,3108.0
FDG14,OUT035,2047.5
NCU06,OUT045,3584.5
DRG25,OUT046,2948.0
DRH49,OUT035,996.5
FDN15,OUT035,1840.0
FDL43,OUT018,1671.0
NCT18,OUT049,3193.0
NCB31,OUT013,3755.0
FDK57,OUT035,1447.0
FDY04,OUT019,1406.5
NCP54,OUT046,1879.5
FDF41,OUT013,3481.0
FDM01,OUT045,1748.5
FDW03,OUT045,1745.5
FDF28,OUT045,2008.0
FDY37,OUT017,2025.0
FDQ03,OUT017,3440.0
FDP51,OUT027,3318.5
FDJ40,OUT017,1511.0
FDC32,OUT049,1753.5
DRI49,OUT027,2566.0
NCW54,OUT017,524.0
FDF09,OUT017,376.0
FDP45,OUT018,4432.5
DRJ23,OUT018,3407.0
FDS59,OUT017,1520.5
FDY08,OUT046,2023.0
FDX16,OUT049,2648.0
FDY16,OUT018,3316.5
FDK32,OUT035,2131.0
FDQ22,OUT013,422.5
NCC31,OUT018,2919.0
FDG58,OUT049,2768.0
DRF48,OUT013,2767.0
DRH36,OUT049,1566.0
NCR30,OUT035,766.0
FDB03,OUT019,2365.5
FDZ28,OUT027,3461.0
FDR35,OUT017,2865.5
DRD15,OUT027,5095.5
FDJ33,OUT019,692.5
FDA56,OUT010,432.5
FDP56,OUT046,726.5
NCT30,OUT046,675.0
FDK15,OUT017,1227.5
FDH44,OUT018,2855.5
FDV01,OUT013,2192.0
DRG03,OUT017,2122.0
FDG50,OUT027,2891.5
FDR16,OUT010,1738.5
FDZ60,OUT046,1550.5
DRG03,OUT045,2448.0
FDS56,OUT018,4636.5
FDU33,OUT045,669.5
DRD27,OUT035,1239.0
FDW22,OUT046,3571.5
DRA24,OUT045,2666.0
FDF38,OUT049,1060.0
FDX48,OUT013,2254.0
FDS58,OUT018,3050.0
FDC32,OUT046,1347.5
NCQ29,OUT045,4026.5
DRK39,OUT018,1795.0
NCS38,OUT017,1450.0
DRO47,OUT013,1479.5
DRG27,OUT027,2061.0
FDC57,OUT027,4475.0
FDS55,OUT046,2220.0
NCJ06,OUT018,2326.5
FDO01,OUT019,939.5
NCM55,OUT045,2892.0
FDC52,OUT049,2853.0
FDQ15,OUT045,1181.5
NCT30,OUT027,2137.5
NCR42,OUT027,1958.5
FDD28,OUT035,603.0
FDQ34,OUT049,1844.5
FDZ12,OUT027,3597.5
DRE13,OUT019,226.5
NCN07,OUT019,903.0
FDM28,OUT035,2452.5
FDI10,OUT017,2418.5
FDQ25,OUT013,2524.5
FDA38,OUT010,2287.5
DRI13,OUT049,3817.0
FDY20,OUT027,2859.0
NCZ53,OUT035,2579.5
NCM31,OUT013,1980.0
DRB01,OUT017,2668.5
DRF37,OUT046,4038.5
NCF42,OUT049,2958.0
FDF16,OUT018,2723.5
FDB41,OUT013,510.5
FDR34,OUT013,3422.5
FDR15,OUT018,2953.0
NCV42,OUT019,578.5
FDW51,OUT035,2929.5
FDU36,OUT017,1255.5
FDX60,OUT049,1588.0
FDY03,OUT035,1403.0
FDW55,OUT045,3987.5
FDT01,OUT010,1520.5
FDG58,OUT013,2196.5
FDK21,OUT017,3678.0
NCS41,OUT019,1626.5
FDS10,OUT045,2877.0
NCT53,OUT046,2543.5
FDJ28,OUT018,3461.5
FDX44,OUT045,1405.5
FDT20,OUT018,1061.0
FDO44,OUT017,1391.5
NCX17,OUT049,3930.5
FDY01,OUT017,1431.0
FDJ12,OUT027,4778.0
DRK35,OUT018,1026.5
FDD47,OUT019,1251.5
NCM53,OUT035,1271.5
FDO45,OUT013,1213.0
NCM42,OUT010,212.5
FDE04,OUT046,2887.0
NCI30,OUT027,5290.0
FDZ19,OUT013,2451.0
FDW57,OUT013,2513.5
FDA25,OUT013,1495.5
FDT22,OUT046,806.5
FDP51,OUT013,1638.5
FDD48,OUT027,3283.0
FDY39,OUT035,2539.5
FDO48,OUT010,2023.0
FDD23,OUT027,4391.5
DRN35,OUT027,2025.5
FDT01,OUT035,2832.0
FDC20,OUT010,-627.0
DRJ35,OUT035,638.5
FDB32,OUT046,1462.5
FDL24,OUT046,2759.0
NCV42,OUT035,1407.5
FDZ46,OUT046,1650.5
FDC15,OUT013,2030.0
FDD08,OUT019,-577.5
FDY50,OUT049,1828.0
FDD36,OUT013,1679.5
FDG57,OUT027,2175.0
FDL21,OUT018,1193.5
FDN16,OUT027,3068.5
FDJ09,OUT027,2144.0
FDS01,OUT010,1331.5
FDV33,OUT017,3872.0
DRE12,OUT017,1519.5
FDR07,OUT013,1254.0
FDP48,OUT010,1395.0
NCB55,OUT035,369.0
FDQ08,OUT013,805.0
FDR34,OUT035,3323.5
FDO33,OUT046,1664.5
FDP13,OUT045,564.0
FDX12,OUT049,4274.5
NCT06,OUT049,2968.5
FDR16,OUT019,2301.5
FDE36,OUT046,2612.0
FDZ36,OUT049,3286.0
FDV13,OUT045,1478.0
NCZ17,OUT035,147.5
FDU56,OUT045,2893.5
FDM09,OUT035,2294.5
FDV02,OUT017,2392.5
FDS34,OUT018,2216.5
FDA11,OUT049,1868.5
FDP09,OUT017,3049.5
FDB29,OUT027,3276.5
FDT19,OUT017,2548.5
DRH15,OUT017,371.0
FDY38,OUT046,3572.5
FDF14,OUT027,3844.0
FDN48,OUT010,-121.5
FDQ12,OUT013,3400.5
NCJ43,OUT045,2753.0
FDE17,OUT019,1212.5
FDB05,OUT035,3469.5
FDH10,OUT045,3029.5
NCR06,OUT017,419.0
FDU32,OUT018,2378.0
FDD56,OUT049,3050.0
FDO36,OUT018,3233.5
FDH16,OUT010,-117.0
FDX10,OUT018,956.0
FDZ37,OUT017,1198.5
FDU31,OUT010,1966.5
DRC49,OUT049,2594.0
FDL15,OUT045,2407.0
FDN32,OUT019,1819.0
DRH59,OUT027,2621.5
NCU29,OUT049,2699.0
FDR37,OUT019,1834.0
FDS14,OUT018,2899.0
FDU02,OUT027,4915.5
FDJ08,OUT035,2552.5
NCZ06,OUT045,3912.5
FDO31,OUT049,1722.5
FDH31,OUT018,2119.0
FDS58,OUT017,2314.5
NCA53,OUT027,2255.5
FDF50,OUT046,3129.0
NCW42,OUT049,3817.5
NCQ17,OUT045,2364.0
FDK51,OUT018,4623.0
NCW41,OUT010,978.5
NCR29,OUT017,576.5
FDB08,OUT019,1319.5
FDA40,OUT027,2767.0
FDL14,OUT018,2986.0
FDB47,OUT046,3178.5
FDO03,OUT035,3260.5
DRK13,OUT019,1754.0
FDX13,OUT010,2339.5
FDF52,OUT046,2803.5
FDT11,OUT013,2806.0
FDB08,OUT013,2354.5
FDQ28,OUT018,2995.0
FDD29,OUT045,4011.5
NCQ29,OUT027,5444.0
NCO02,OUT013,761.5
FDR56,OUT010,1444.5
NCM54,OUT049,2310.0
FDP51,OUT035,1452.0
FDT38,OUT013,1090.0
FDZ20,OUT018,4417.5
FDJ53,OUT013,1635.5
FDX13,OUT049,4261.0
FDP58,OUT035,2950.0
NCK31,OUT019,-344.0
FDA35,OUT018,2413.5
FDV37,OUT018,3551.0
NCO07,OUT027,4824.5
FDA20,OUT045,2929.5
FDZ59,OUT035,2236.5
NCY17,OUT017,260.5
FDQ28,OUT035,2053.0
FDV35,OUT017,2026.5
FDQ36,OUT013,233.0
FDD34,OUT018,3042.5
FDK51,OUT045,4225.0
FDV31,OUT035,2291.5
FDR04,OUT035,1167.0
FDR14,OUT049,1063.0
DRC36,OUT010,1273.5
FDE39,OUT019,712.0
FDP57,OUT049,1990.0
FDE57,OUT046,2193.5
NCN18,OUT046,1600.5
NCQ05,OUT018,2821.5
FDW47,OUT035,1503.0
FDV46,OUT035,1826.5
NCP29,OUT045,916.5
FDE09,OUT018,2214.0
NCU06,OUT027,4987.0
FDT19,OUT010,1001.5
DRF15,OUT017,2155.0
DRI51,OUT013,2478.5
NCX54,OUT013,1407.0
DRE01,OUT013,3422.0
NCB07,OUT045,3026.0
FDU50,OUT035,1430.0
FDG40,OUT035,175.5
FDW10,OUT018,3152.0
FDX51,OUT013,2902.0
NCP17,OUT045,1030.5
FDP21,OUT035,2646.0
FDL04,OUT045,1578.0
FDV23,OUT013,1626.5
FDF24,OUT046,1319.5
FDH56,OUT027,3252.0
FDB51,OUT049,1349.5
FDI58,OUT027,2950.0
FDR20,OUT013,591.5
FDC51,OUT018,2474.0
FDB16,OUT027,2796.0
FDE40,OUT049,1293.0
NCM17,OUT035,278.0
FDU56,OUT035,2585.5
FDS32,OUT019,1095.5
FDX02,OUT049,3854.5
FDT39,OUT027,3932.5
FDE35,OUT017,681.5
NCI42,OUT019,2163.5
DRL23,OUT046,1696.5
FDA10,OUT046,1743.0
FDA11,OUT013,1287.5
NCM06,OUT046,2344.5
NCT05,OUT035,3680.0
NCQ02,OUT010,1454.5
NCY06,OUT049,2366.5
FDY56,OUT035,3164.0
FDL02,OUT035,1230.5
NCI06,OUT035,2407.5
FDQ14,OUT045,2354.0
FDQ12,OUT017,3309.5
FDP36,OUT046,723.5
FDK21,OUT027,5411.0
FDO40,OUT045,2353.5
NCK54,OUT019,743.5
FDY09,OUT018,3237.5
NCW30,OUT049,4486.0
NCC55,OUT027,2072.5
FDE58,OUT018,2270.5
FDR39,OUT013,2606.5
FDU28,OUT049,3270.0
FDH08,OUT017,3334.0
FDG35,OUT045,2868.0
FDG22,OUT049,977.5
FDC34,OUT035,1952.5
FDP15,OUT018,4374.0
FDK34,OUT010,2219.0
FDU45,OUT035,1503.5
FDQ04,OUT027,2017.0
FDX22,OUT018,3812.0
FDB45,OUT017,1379.5
NCH43,OUT027,4794.5
DRE60,OUT046,3352.0
FDD17,OUT027,5151.5
NCM54,OUT017,1701.5
NCH55,OUT013,1781.0
NCT06,OUT017,2310.0
FDA48,OUT027,4809.0
FDY58,OUT027,5018.0
FDO25,OUT045,3219.5
FDN50,OUT045,1588.0
FDH35,OUT035,2183.5
FDK09,OUT045,3513.5
FDO16,OUT013,1120.0
FDW11,OUT045,1022.5
FDU47,OUT027,3753.5
NCQ42,OUT010,477.5
FDK55,OUT027,2868.0
FDN08,OUT049,2182.5
FDT57,OUT045,3775.0
FDJ12,OUT018,3753.0
DRL59,OUT017,613.5
NCN53,OUT046,543.0
FDO51,OUT010,-782.5
FDK56,OUT017,2557.5
FDY12,OUT035,372.5
FDU15,OUT035,279.0
FDQ19,OUT046,3861.0
DRF15,OUT045,2482.5
DRE25,OUT019,209.0
FDK57,OUT018,2265.5
FDD33,OUT010,1936.0
FDR34,OUT027,5107.5
FDU04,OUT045,1983.0
FDE35,OUT019,-194.0
NCD31,OUT035,2208.5
FDJ56,OUT035,1007.5
NCU53,OUT046,2545.0
FDD39,OUT035,2950.5
NCU17,OUT019,302.0
FDJ20,OUT046,1867.5
NCW41,OUT018,2933.0
FDL52,OUT035,283.5
FDS39,OUT035,1875.0
DRJ47,OUT045,2775.5
FDP13,OUT010,-1055.0
DRK39,OUT010,-218.5
FDF28,OUT010,504.0
FDB09,OUT045,1971.5
FDM51,OUT046,1614.0
DRM49,OUT018,1097.5
DRF23,OUT013,2467.5
DRH01,OUT035,2284.5
FDH12,OUT027,3067.0
FDA28,OUT019,799.5
FDW37,OUT018,1749.0
FDF02,OUT046,1512.5
DRL37,OUT046,672.5
NCF43,OUT046,2171.0
FDH08,OUT010,2097.0
FDR34,OUT019,2508.0
NCK19,OUT049,3349.0
NCD55,OUT018,1141.0
FDT27,OUT049,4038.5
FDQ57,OUT045,2353.5
FDA47,OUT035,2122.0
DRG15,OUT027,2423.5
FDE05,OUT018,2795.0
FDN46,OUT046,1463.0
FDX27,OUT027,2851.5
FDT51,OUT045,1855.5
FDU33,OUT013,418.0
FDJ16,OUT027,2282.0
FDD20,OUT019,778.0
FDT36,OUT049,806.0
DRF15,OUT027,3875.5
FDN52,OUT010,-303.0
FDC22,OUT027,4359.0
FDX15,OUT045,2381.5
FDT13,OUT013,2742.5
FDU04,OUT017,1684.0
FDU31,OUT019,2282.0
FDW59,OUT027,2846.5
NCO29,OUT046,2564.5
FDL15,OUT035,2006.0
FDI41,OUT049,2666.5
FDQ48,OUT049,2028.0
DRI39,OUT013,617.0
FDI08,OUT013,3719.5
FDC21,OUT049,2144.0
FDF58,OUT035,657.5
FDS08,OUT010,1224.0
FDE47,OUT045,1962.5
NCP18,OUT019,1219.0
NCR41,OUT013,1351.0
FDA27,OUT013,3819.5
FDA43,OUT035,2636.5
FDA49,OUT045,1352.0
NCE55,OUT018,3291.0
DRM49,OUT027,2103.5
FDF22,OUT027,4775.5
FDQ15,OUT018,1610.0
NCS54,OUT017,2505.0
NCY05,OUT013,336.0
FDR45,OUT046,3737.5
FDK57,OUT049,2219.0
FDF41,OUT010,2143.5
FDV21,OUT046,2000.0
FDD51,OUT046,580.5
FDF33,OUT046,1723.0
FDA38,OUT046,3729.5
FDR56,OUT045,3060.0
NCN41,OUT017,1613.0
FDC60,OUT027,2778.0
FDB47,OUT045,3243.0
DRH01,OUT013,2482.0
FDW08,OUT046,1470.5
FDF38,OUT027,2138.5
FDY32,OUT017,2163.0
FDG34,OUT049,2145.5
FDG47,OUT019,2824.0
NCF18,OUT035,2524.5
FDL39,OUT019,1643.0
NCH55,OUT035,1604.0
DRJ35,OUT049,1420.5
FDS44,OUT035,3259.0
DRE01,OUT018,4078.0
FDY39,OUT013,2718.0
FDY32,OUT018,2864.5
FDR33,OUT027,3210.0
NCP50,OUT049,1663.5
FDZ47,OUT018,1990.0
FDU57,OUT049,2742.5
FDY44,OUT013,2899.5
DRH59,OUT018,1621.5
FDB03,OUT027,5094.5
FDY46,OUT045,2940.0
FDM39,OUT045,2791.5
FDY36,OUT035,853.0
NCM55,OUT035,2470.5
FDJ50,OUT010,-650.0
DRL60,OUT013,2203.0
NCJ54,OUT049,3971.5
FDX59,OUT017,257.0
FDI07,OUT013,3007.0
DRF51,OUT010,-1161.0
FDM14,OUT017,1491.0
FDP21,OUT045,3047.0
FDE40,OUT035,593.0
FDE05,OUT035,1996.5
FDM13,OUT027,3498.5
FDC34,OUT027,3771.0
NCI55,OUT018,2404.5
NCE43,OUT018,2999.5
FDW58,OUT018,2171.0
FDG60,OUT045,3666.0
FDV31,OUT017,2402.0
FDR47,OUT013,2756.5
FDM60,OUT019,-514.5
NCF06,OUT018,4518.0
NCN26,OUT027,3332.5
FDQ59,OUT049,1749.0
FDF09,OUT046,598.0
NCS06,OUT017,3924.0
FDT44,OUT046,1733.0
FDI19,OUT017,3533.0
FDT22,OUT017,579.0
NCF54,OUT027,4105.0
DRG25,OUT045,3003.5
FDB59,OUT017,2850.5
FDQ37,OUT017,2704.0
FDP56,OUT035,385.5
FDW44,OUT035,2382.5
FDJ26,OUT010,1782.0
FDU43,OUT018,4185.5
FDW33,OUT045,1597.5
NCX53,OUT027,3719.0
FDN56,OUT010,663.5
DRF15,OUT049,2796.0
FDO33,OUT017,1458.0
FDZ39,OUT010,198.0
NCJ19,OUT017,486.0
FDU01,OUT035,2624.0
FDT12,OUT035,3180.0
NCM18,OUT018,1362.0
FDP19,OUT017,1567.5
NCR42,OUT049,896.5
FDN10,OUT046,1826.0
FDG44,OUT017,515.0
FDQ10,OUT046,2668.5
DRH13,OUT049,2086.0
FDT52,OUT013,3660.0
FDM56,OUT045,1724.0
NCO43,OUT010,46.5
NCV29,OUT035,2456.5
NCF06,OUT013,3879.0
FDO50,OUT035,1012.5
FDT59,OUT013,3412.0
FDX40,OUT027,1949.5
FDE50,OUT017,2728.5
FDX51,OUT017,2892.5
NCD30,OUT018,2005.5
FDK15,OUT013,1284.5
FDL12,OUT045,931.0
FDK46,OUT017,3775.5
DRH49,OUT010,-197.0
FDQ57,OUT046,2295.0
FDY59,OUT017,1216.0
FDO09,OUT018,4474.0
NCG30,OUT035,1501.5
FDM09,OUT017,2361.5
NCN17,OUT027,3006.5
NCS42,OUT013,1154.0
FDD02,OUT019,620.5
FDE34,OUT013,2549.0
FDU38,OUT045,2987.5
FDB33,OUT046,2472.0
NCJ29,OUT017,1098.0
FDZ27,OUT035,429.0
FDI40,OUT013,1285.0
FDG22,OUT013,432.0
FDT51,OUT017,1562.5
FDF20,OUT018,3567.5
FDV50,OUT035,1432.5
FDT02,OUT049,969.0
DRC49,OUT017,1998.5
FDF26,OUT049,2798.5
FDV52,OUT035,1594.0
FDX59,OUT049,918.0
FDV25,OUT035,3102.5
FDW23,OUT027,2003.0
FDE53,OUT018,2161.5
FDA19,OUT017,1754.5
FDH22,OUT046,1821.0
NCO41,OUT013,1345.0
FDX12,OUT017,3572.5
FDF17,OUT013,2869.0
FDS11,OUT045,3541.0
FDR51,OUT035,1851.5
FDT49,OUT010,-116.0
FDC56,OUT013,1562.5
FDR13,OUT027,3341.0
FDQ60,OUT035,1480.0
FDN38,OUT049,4244.0
NCL29,OUT013,2151.0
FDO13,OUT027,3987.5
FDE26,OUT018,2639.5
FDA31,OUT010,1018.5
FDX14,OUT035,769.5
FDA34,OUT045,2792.0
FDF26,OUT013,2230.0
FDE38,OUT045,2636.5
DRI11,OUT046,1799.0
FDQ60,OUT027,3261.5
FDL21,OUT027,2168.5
DRC12,OUT027,4488.0
FDC47,OUT046,3428.0
FDE57,OUT045,2232.0
FDT14,OUT045,1848.0
NCZ53,OUT046,2957.5
FDE28,OUT018,3975.0
FDR19,OUT035,1776.0
NCF54,OUT019,1505.5
FDZ08,OUT046,1204.0
NCJ05,OUT018,2847.5
FDF59,OUT046,1923.0
NCO05,OUT035,1197.0
FDW24,OUT018,1241.5
NCX42,OUT018,3097.5
NCA53,OUT035,430.5
FDI45,OUT019,1587.0
FDG46,OUT046,1809.0
FDM20,OUT010,2281.5
FDW11,OUT010,-577.0
FDX08,OUT035,2462.0
NCK17,OUT035,274.5
FDK32,OUT018,2861.5
NCA42,OUT035,2142.5
DRI01,OUT035,2349.0
NCL55,OUT049,4392.0
DRE25,OUT018,1918.5
FDD14,OUT017,2418.5
FDB10,OUT046,3621.5
DRN11,OUT035,1770.5
FDP38,OUT018,1268.5
NCA30,OUT017,2549.0
FDT15,OUT017,2671.0
NCP55,OUT018,1383.5
FDF12,OUT035,1903.5
FDM21,OUT018,4418.5
FDX56,OUT035,2853.5
FDF10,OUT017,1897.0
FDT32,OUT045,3008.5
FDM51,OUT018,2112.5
NCR50,OUT018,2897.0
FDI19,OUT049,4144.0
FDX21,OUT017,1367.0
FDR31,OUT035,1952.0
FDY02,OUT013,3857.0
NCA29,OUT045,2751.5
NCX17,OUT046,3482.0
FDM12,OUT045,3015.0
FDI53,OUT027,3876.0
NCU30,OUT049,2996.0
FDC56,OUT027,3233.5
FDK27,OUT018,2425.5
NCK18,OUT017,2379.5
FDB52,OUT019,2860.5
DRG25,OUT027,4456.5
FDZ13,OUT049,1089.5
FDB57,OUT019,2409.5
FDR40,OUT046,1369.5
NCO14,OUT019,-463.5
NCN19,OUT045,3047.0
FDQ28,OUT019,1240.5
FDO13,OUT018,3006.5
FDK48,OUT013,1060.5
FDU07,OUT018,2814.0
FDW20,OUT046,1957.5
FDV12,OUT010,21.5
FDH24,OUT013,2284.0
FDV59,OUT049,3739.5
FDK57,OUT045,1860.5
FDL16,OUT027,1991.0
NCQ17,OUT046,2296.5
FDJ15,OUT018,3424.5
FDX24,OUT049,1900.0
FDT47,OUT046,1598.0
FDT10,OUT049,1349.0
FDZ37,OUT018,1912.5
FDW43,OUT027,5112.5
DRN36,OUT017,1250.5
FDJ14,OUT045,1336.5
FDA32,OUT013,3199.5
FDJ38,OUT019,1835.0
FDQ57,OUT017,2092.0
NCQ41,OUT019,1929.5
FDG56,OUT049,1324.5
DRC13,OUT027,3485.5
FDV55,OUT035,1872.5
FDQ49,OUT045,2596.0
FDE29,OUT010,-811.0
FDR03,OUT013,3110.0
FDD45,OUT049,1890.5
FDN38,OUT010,2311.0
FDT56,OUT046,834.5
FDT48,OUT045,3157.0
FDU03,OUT049,3177.0
FDC56,OUT010,151.5
NCO43,OUT027,2990.0
FDQ27,OUT017,1379.5
FDR03,OUT046,3288.5
DRH23,OUT010,-944.5
FDG22,OUT045,681.0
NCJ42,OUT013,1439.5
FDR24,OUT046,1412.5
FDW60,OUT035,2476.0
FDJ08,OUT013,2664.0
DRL59,OUT018,1332.5
FDG60,OUT010,2058.0
FDW27,OUT017,2286.5
FDX14,OUT018,1616.0
FDC20,OUT013,694.0
NCS29,OUT018,4528.0
FDJ56,OUT046,1354.5
FDB20,OUT019,-6.0
FDL28,OUT027,5043.0
FDW01,OUT018,2793.5
FDL03,OUT046,3129.5
FDX22,OUT049,3723.5
FDJ21,OUT035,1948.0
FDR31,OUT045,2385.5
FDG21,OUT035,1906.0
FDS22,OUT027,2197.5
FDK08,OUT035,1132.5
FDE17,OUT018,2853.5
NCN30,OUT017,1260.0
FDT50,OUT046,1461.5
NCX42,OUT049,2979.5
FDJ12,OUT035,2939.0
NCA18,OUT027,3260.5
FDP23,OUT019,2222.0
FDX12,OUT013,3663.5
FDN40,OUT018,2785.0
FDV48,OUT035,895.0
NCY54,OUT013,2283.0
FDL16,OUT010,-1098.5
FDR45,OUT018,4221.5
FDJ52,OUT046,2530.5
DRG01,OUT017,971.0
